OBJECTID,Borough,Latitude,Longitude,Public Area
351,STATEN ISLAND,40.60291947,-74.17339118,RECREATION-OPWDD
352,STATEN ISLAND,40.64548159,-74.08194315,YOUTH RECREATIONAL SERVICES/YOUTH ATHLETIC LEAGUES
353,STATEN ISLAND,40.52764362,-74.21445187,HIGH SCHOOL - NON-PUBLIC
354,STATEN ISLAND,40.62827922,-74.11756786,CITY COUNCIL AWARDS
355,STATEN ISLAND,40.5414287,-74.21828639,DOE UNIVERSAL PRE-K
356,STATEN ISLAND,40.59213213,-74.13425286,NURSING HOME
357,STATEN ISLAND,40.64189313,-74.08544682,DOE UNIVERSAL PRE-K
358,STATEN ISLAND,40.5910651,-74.06705286,EARLY EDUCATION PROGRAM
359,STATEN ISLAND,40.62719459,-74.10979056,EARLY EDUCATION PROGRAM
360,STATEN ISLAND,40.62891389,-74.07608622,SUMMER ONLY FEEDING SITE
361,STATEN ISLAND,40.64048032,-74.07624708,ALTERNATIVE TO DETENTION
362,STATEN ISLAND,40.6338237,-74.0755032,GED-ALTERNATIVE HIGH SCHOOL EQUIVALENCY PREP PROGRAMS
363,STATEN ISLAND,40.51218994,-74.22243431,PROGRAMS FOR PEOPLE WITH DISABILITIES
364,STATEN ISLAND,40.60727496,-74.12150388,LICENSED PRIVATE SCHOOLS
365,STATEN ISLAND,40.54194842,-74.21390084,ELEMENTARY SCHOOL - PUBLIC
366,STATEN ISLAND,40.636386,-74.084134,COMBINED MAINTENANCE/STORAGE FACILITY
367,STATEN ISLAND,40.64305723,-74.07695856,COMPOST
368,STATEN ISLAND,40.63379673,-74.1291212,PLAYGROUND
369,STATEN ISLAND,40.640993,-74.073449,TRANSPORTATION FACILITY
370,STATEN ISLAND,40.6424,-74.075958,OFFICE
371,STATEN ISLAND,40.610871,-74.192821,RAIL LINE
372,STATEN ISLAND,40.644202,-74.072854,NYCT SUBWAY YARD
373,STATEN ISLAND,40.59331657,-74.09992156,STATE HISTORIC PLACE
374,STATEN ISLAND,40.63792859,-74.14984432,MANNED TRANSPORTATION FACILITY
375,STATEN ISLAND,40.60654264,-74.19015409,TIDAL WETLAND
376,STATEN ISLAND,40.626825,-74.07674,CUSTODIAL
377,STATEN ISLAND,40.63968701,-74.07959189,ELEMENTARY SCHOOL - PUBLIC
378,STATEN ISLAND,40.54434652,-74.19720254,SCHOOL'S OUT NEW YORK CITY (SONYC)
379,STATEN ISLAND,40.62297715,-74.14511238,SCHOOL'S OUT NEW YORK CITY (SONYC)
380,STATEN ISLAND,40.63124853,-74.15963893,PRE-SCHOOL FOR STUDENTS WITH DISABILITIES
381,STATEN ISLAND,40.62229065,-74.08065051,SUMMER ONLY FEEDING SITE
382,STATEN ISLAND,40.50784797,-74.24320982,SCHOOL'S OUT NEW YORK CITY (SONYC)
383,STATEN ISLAND,40.51218994,-74.22243431,EARLY EDUCATION PROGRAM
384,STATEN ISLAND,40.61396909,-74.17693632,DAY CARE
385,STATEN ISLAND,40.60797787,-74.16173526,CHARTER SCHOOL
386,STATEN ISLAND,40.54253874,-74.16277483,CAMP - ALL AGE
387,STATEN ISLAND,40.62480552,-74.1505607,COMPASS ELEMENTARY
388,STATEN ISLAND,40.63785769,-74.09787913,SUMMER ONLY FEEDING SITE
389,STATEN ISLAND,40.63734813,-74.07568979,JOBS AND SERVICE CENTER
390,STATEN ISLAND,40.61082213,-74.15914042,SUMMER ONLY FEEDING SITE
391,STATEN ISLAND,40.51233434,-74.09884744,STATE HISTORIC PLACE
392,STATEN ISLAND,40.58692225,-74.10124352,CITY COUNCIL AWARDS
393,STATEN ISLAND,40.63989924,-74.1315228,DROP-IN CENTER
394,STATEN ISLAND,40.61304452,-74.11759655,ELEMENTARY SCHOOL - NON-PUBLIC
395,STATEN ISLAND,40.57205201,-74.11319976,"SYEP AND WORK, LEARN & GROW (WLG)"
396,STATEN ISLAND,40.54513258,-74.14269934,EARLY EDUCATION PROGRAM
397,STATEN ISLAND,40.53346545,-74.23645672,820 STABIL REHAB REINTEGRATION
398,STATEN ISLAND,40.57291279,-74.11389216,EARLY EDUCATION PROGRAM
399,STATEN ISLAND,40.61045171,-74.14910382,EARLY EDUCATION PROGRAM
400,STATEN ISLAND,40.63460093,-74.14240256,GED-ALTERNATIVE HIGH SCHOOL EQUIVALENCY PREP PROGRAMS
401,STATEN ISLAND,40.57224266,-74.13949829,ELEMENTARY SCHOOL - NON-PUBLIC
402,STATEN ISLAND,40.53346545,-74.23645672,OUTPATIENT CLINIC
403,STATEN ISLAND,40.5962457,-74.13057074,ADULT LITERACY - ENGLISH FOR SPEAKERS OF OTHER LANGUAGES
404,STATEN ISLAND,40.61660889,-74.08071838,CITY COUNCIL AWARDS
405,STATEN ISLAND,40.63082812,-74.12707839,ADULT LITERACY - ENGLISH FOR SPEAKERS OF OTHER LANGUAGES
406,STATEN ISLAND,40.58290659,-74.07853901,INPATIENT REHABILITATION
407,STATEN ISLAND,40.5457401,-74.14550491,JUNIOR HIGH-INTERMEDIATE-MIDDLE SCHOOL - PUBLIC
408,STATEN ISLAND,40.58475966,-74.08604676,HOSPITAL
409,STATEN ISLAND,40.63451366,-74.12159119,GARDEN
410,STATEN ISLAND,40.51031643,-74.24836767,SUMMER ONLY FEEDING SITE
411,STATEN ISLAND,40.643002,-74.17374,VEHICLE MAINTENANCE
412,STATEN ISLAND,40.628909,-74.07613,TEXTILES
413,STATEN ISLAND,40.6025256,-74.05692758,STATE HISTORIC PLACE
414,STATEN ISLAND,40.59972008,-74.16229503,LICENSED PRIVATE SCHOOLS
415,STATEN ISLAND,40.61616059,-74.07790399,DAY CARE
416,STATEN ISLAND,40.59945748,-74.13487994,CITY COUNCIL AWARDS
417,STATEN ISLAND,40.62152536,-74.12340187,ELEMENTARY SCHOOL - NON-PUBLIC
418,STATEN ISLAND,40.64076593,-74.07726813,CRIME VICTIMS SERVICES
419,STATEN ISLAND,40.5948197,-74.12647682,FOOD PANTRY
420,STATEN ISLAND,40.61104202,-74.08362776,COMPASS ELEMENTARY
421,STATEN ISLAND,40.54443161,-74.16144743,NON-MEDICAID CARE COORDINATION (OMH)-OMH
422,STATEN ISLAND,40.64326724,-74.07756163,LICENSED PRIVATE SCHOOLS
423,STATEN ISLAND,40.57382502,-74.10891136,DOE UNIVERSAL PRE-K
424,STATEN ISLAND,40.64007846,-74.09579002,ADULT HOME
425,STATEN ISLAND,40.5948197,-74.12647682,PROGRAMS FOR PEOPLE WITH DISABILITIES
426,STATEN ISLAND,40.64281995,-74.07926327,"SYEP AND WORK, LEARN & GROW (WLG)"
427,STATEN ISLAND,40.63440419,-74.16050284,SUMMER ONLY FEEDING SITE
428,STATEN ISLAND,40.635849,-74.11788865,FATHERHOOD
429,STATEN ISLAND,40.55689753,-74.16558422,EARLY EDUCATION PROGRAM
430,STATEN ISLAND,40.62026478,-74.12261149,SUMMER ONLY FEEDING SITE
431,STATEN ISLAND,40.52876018,-74.20193448,DAY CARE
432,STATEN ISLAND,40.57382502,-74.10891136,COMPASS ELEMENTARY
433,STATEN ISLAND,40.60928638,-74.10397703,CHARTER SCHOOL
434,STATEN ISLAND,40.61616059,-74.07790399,EARLY EDUCATION PROGRAM
435,STATEN ISLAND,40.64326724,-74.07756163,WORKFORCE 1 CAREER CENTERS
436,STATEN ISLAND,40.60074053,-74.19236535,NON-MEDICAID CARE COORDINATION (OMH)-OMH
437,STATEN ISLAND,40.61877251,-74.08537563,SATELLITE SITE FOR STUDENTS WITH DISABILITIES
438,STATEN ISLAND,40.62536237,-74.14456055,FOLK ARTS
439,STATEN ISLAND,40.59540662,-74.09051595,NURSING HOME
440,STATEN ISLAND,40.6424,-74.075958,OFFICE
441,STATEN ISLAND,40.64175814,-74.07664684,PUBLIC LIBRARY
442,STATEN ISLAND,40.645039,-74.077788,CUSTODIAL
443,STATEN ISLAND,40.6348853,-74.16244193,TOW TRUCK COMPANY
444,STATEN ISLAND,40.579272,-74.174708,COMBINED MAINTENANCE/STORAGE FACILITY
445,STATEN ISLAND,40.5948197,-74.12647682,PRE-SCHOOL FOR STUDENTS WITH DISABILITIES
446,STATEN ISLAND,40.63690083,-74.07675213,COMPOST
447,STATEN ISLAND,40.62262664,-74.12179092,SATELLITE SITE FOR STUDENTS WITH DISABILITIES
448,STATEN ISLAND,40.61432874,-74.15048866,ELEMENTARY SCHOOL - NON-PUBLIC
449,STATEN ISLAND,40.62223302,-74.07903047,COMPASS ELEMENTARY
450,STATEN ISLAND,40.62850747,-74.10746763,DOE UNIVERSAL PRE-K
451,STATEN ISLAND,40.59963059,-74.07079421,ELEMENTARY SCHOOL - NON-PUBLIC
452,STATEN ISLAND,40.54443161,-74.16144743,CRISIS INTERVENTION-OMH
453,STATEN ISLAND,40.64675201,-74.0883097,SUMMER ONLY FEEDING SITE
454,STATEN ISLAND,40.6275797,-74.07684449,SPECIAL DEMO - CITY COUNCIL-OPWDD
455,STATEN ISLAND,40.63527966,-74.10375435,CLINIC TREATMENT-OMH
456,STATEN ISLAND,40.6307009,-74.0888708,DAY CARE
457,STATEN ISLAND,40.57607359,-74.11791905,EARLY EDUCATION PROGRAM
458,STATEN ISLAND,40.59242614,-74.15860649,SCHOOL'S OUT NEW YORK CITY (SONYC)
459,STATEN ISLAND,40.60285061,-74.13772001,DOE UNIVERSAL PRE-K
460,STATEN ISLAND,40.60489673,-74.14329994,HIGH SCHOOL - NON-PUBLIC
461,STATEN ISLAND,40.60266359,-74.14346708,PROGRAMS FOR PEOPLE WITH DISABILITIES
462,STATEN ISLAND,40.56371742,-74.11824164,ELEMENTARY SCHOOL - NON-PUBLIC
463,STATEN ISLAND,40.55443171,-74.14824009,FEEDING SITE
464,STATEN ISLAND,40.64405138,-74.10175503,CITY COUNCIL AWARDS
465,STATEN ISLAND,40.63154278,-74.15717905,COMPASS ELEMENTARY
466,STATEN ISLAND,40.54253874,-74.16277483,EARLY EDUCATION PROGRAM
467,STATEN ISLAND,40.62501027,-74.14257168,DOE UNIVERSAL PRE-K
468,STATEN ISLAND,40.54661236,-74.15048425,ELEMENTARY SCHOOL - NON-PUBLIC
469,STATEN ISLAND,40.63238878,-74.15476997,SCHOOL BUS DEPOT
470,STATEN ISLAND,40.5460993,-74.2277538,SCHOOL BUS DEPOT
471,STATEN ISLAND,40.60939224,-74.18833562,SCHOOL BUS DEPOT
472,STATEN ISLAND,40.64056657,-74.13807124,SCHOOL BUS DEPOT
473,STATEN ISLAND,40.55215304,-74.13710613,CAMP - ALL AGE
474,STATEN ISLAND,40.61838374,-74.08451967,ELEMENTARY SCHOOL - PUBLIC
475,STATEN ISLAND,40.6391231,-74.1290508,SCHOOL BUS DEPOT
476,STATEN ISLAND,40.63422436,-74.13627451,HOME DELIVERED MEALS
477,STATEN ISLAND,40.63889616,-74.12954508,WORKFORCE1 CAREER CENTER
478,STATEN ISLAND,40.63666305,-74.11973813,SUMMER ONLY FEEDING SITE
479,STATEN ISLAND,40.59348439,-74.14527379,PROGRAMS FOR PEOPLE WITH DISABILITIES
480,STATEN ISLAND,40.59938261,-74.1793182,CITY COUNCIL AWARDS
481,STATEN ISLAND,40.64504253,-74.07780174,COURT ADVOCACY SERVICES
482,STATEN ISLAND,40.60828806,-74.10203655,SCHOOL'S OUT NEW YORK CITY (SONYC)
483,STATEN ISLAND,40.62683556,-74.07673844,STATE HISTORIC PLACE
484,STATEN ISLAND,40.64277,-74.077256,OFFICE
485,STATEN ISLAND,40.58241722,-74.08862211,ELEMENTARY SCHOOL - PUBLIC
486,STATEN ISLAND,40.52754315,-74.19295679,OUT OF SCHOOL TIME: AFTER-SCHOOL PROGRAMS
487,STATEN ISLAND,40.51684177,-74.19628295,INPATIENT MENTAL HEALTH
488,STATEN ISLAND,40.63082812,-74.12707839,ELEMENTARY SCHOOL - PUBLIC
489,STATEN ISLAND,40.60289272,-74.09194713,K-8 SCHOOL - PUBLIC
490,STATEN ISLAND,40.632911,-74.126326,COMBINED MAINTENANCE/STORAGE FACILITY
491,STATEN ISLAND,40.530022,-74.229215,TEXTILES
492,STATEN ISLAND,40.61616059,-74.07790399,DAY CARE
493,STATEN ISLAND,40.60885395,-74.09155022,CEMETERY
494,STATEN ISLAND,40.63575773,-74.13446598,"LEGAL ASSISTANCE PROGRAM: IMMIGRATION SERVICES,IMMIGRANT SUPPORT SERVICES"
495,STATEN ISLAND,40.60807042,-74.12258674,DIAGNOSTIC AND TREATMENT CENTER EXTENSION CLINIC
496,STATEN ISLAND,40.61574427,-74.07888604,CAMP - ALL AGE
497,STATEN ISLAND,40.61521892,-74.06309449,STATE HISTORIC PLACE
498,STATEN ISLAND,40.63527966,-74.10375435,CERTIFIED HOME HEALTH AGENCY
499,STATEN ISLAND,40.55420441,-74.17547455,FIREHOUSE
500,STATEN ISLAND,40.62501027,-74.14257168,ELEMENTARY SCHOOL - PUBLIC
501,STATEN ISLAND,40.5342217,-74.15436338,PROGRAMS FOR PEOPLE WITH DISABILITIES
502,STATEN ISLAND,40.63643705,-74.13192414,CITY COUNCIL AWARDS
503,STATEN ISLAND,40.63460093,-74.14240256,LEARN & EARN
504,STATEN ISLAND,40.6026205,-74.14005741,CITY COUNCIL AWARDS
505,STATEN ISLAND,40.53949793,-74.21799118,SUMMER ONLY FEEDING SITE
506,STATEN ISLAND,40.54610485,-74.19702607,EARLY EDUCATION PROGRAM
507,STATEN ISLAND,40.64504253,-74.07780174,COURT BASED PROGRAMS
508,STATEN ISLAND,40.58475392,-74.09351992,LICENSED PRIVATE SCHOOLS
509,STATEN ISLAND,40.54306815,-74.16356353,SPECIAL DEMO - CITY COUNCIL-OASAS
510,STATEN ISLAND,40.63382083,-74.11384155,SCHOOL BASED CHILD CARE - PRESCHOOL
511,STATEN ISLAND,40.59644096,-74.07570457,CITY COUNCIL AWARDS
512,STATEN ISLAND,40.59875221,-74.12266909,SUMMER ONLY FEEDING SITE
513,STATEN ISLAND,40.6294013,-74.07689369,"HEALTHY FAMILIES: FAMILY SUPPORT,NDA PROGRAMS"
514,STATEN ISLAND,40.63785769,-74.09787913,"OUT OF SCHOOL TIME: AFTER-SCHOOL PROGRAMS,SUMMER PROGRAM,SUMMER CAMP"
515,STATEN ISLAND,40.63252839,-74.1633425,CAMP - ALL AGE
516,STATEN ISLAND,40.648731,-74.085079,RAIL LINE
517,STATEN ISLAND,40.636132,-74.14363,RAIL LINE
518,STATEN ISLAND,40.59122847,-74.15755452,ELEMENTARY SCHOOL - PUBLIC
519,STATEN ISLAND,40.53112128,-74.230676,NATURE AREA
520,STATEN ISLAND,40.63527966,-74.10375435,OUTPATIENT MENTAL HEALTH
521,STATEN ISLAND,40.60828806,-74.10203655,K-12 ALL GRADES SCHOOL - PUBLIC
522,STATEN ISLAND,40.63070855,-74.13902496,"HEALTH STAT INITIATIVE: FAMILY SUPPORT,NDA PROGRAMS"
523,STATEN ISLAND,40.57064219,-74.15022344,PARKWAY
524,STATEN ISLAND,40.60164307,-74.17675699,CAMP - ALL AGE
525,STATEN ISLAND,40.61254975,-74.17669692,OUTPATIENT MENTAL HEALTH
526,STATEN ISLAND,40.604592,-74.190538,RAIL LINE
527,STATEN ISLAND,40.63714951,-74.11651209,COMPOST
528,STATEN ISLAND,40.53638146,-74.16351375,"OUT OF SCHOOL TIME: AFTER-SCHOOL PROGRAMS,SUMMER PROGRAM,SUMMER CAMP"
529,STATEN ISLAND,40.61254975,-74.17669692,OUTPATIENT MENTAL HEALTH
530,STATEN ISLAND,40.60445287,-74.18068646,K-12 ALL GRADES SCHOOL - CHARTER
531,STATEN ISLAND,40.63315852,-74.16210007,DAY CARE
532,STATEN ISLAND,40.61112444,-74.08815378,UNDEVELOPED
533,STATEN ISLAND,40.59740278,-74.08649826,ELEMENTARY SCHOOL - NON-PUBLIC
534,STATEN ISLAND,40.54951046,-74.15102106,ELEMENTARY SCHOOL - NON-PUBLIC
535,STATEN ISLAND,40.64287472,-74.07714713,PARENT SUPPORT PROGRAM
536,STATEN ISLAND,40.63468896,-74.13451301,SENIORS
537,STATEN ISLAND,40.61702393,-74.17264781,CITY COUNCIL AWARDS
538,STATEN ISLAND,40.62823318,-74.07973693,GED-ALTERNATIVE HIGH SCHOOL EQUIVALENCY PREP PROGRAMS
539,STATEN ISLAND,40.52322068,-74.18617432,SCHOOL'S OUT NEW YORK CITY (SONYC)
540,STATEN ISLAND,40.59099428,-74.09687786,ELEMENTARY SCHOOL - NON-PUBLIC
541,STATEN ISLAND,40.51218994,-74.22243431,FEEDING SITE
542,STATEN ISLAND,40.62823318,-74.07973693,CITY COUNCIL AWARDS
543,STATEN ISLAND,40.63222896,-74.13353904,FOOD PANTRY
544,STATEN ISLAND,40.63828369,-74.0768516,DAY CARE
545,STATEN ISLAND,40.51452858,-74.19739231,STATE HISTORIC PLACE
546,STATEN ISLAND,40.64355895,-74.07657151,LEGAL SERVICES
547,STATEN ISLAND,40.60503557,-74.05660684,STATE HISTORIC PLACE
548,STATEN ISLAND,40.59213213,-74.13425286,SPECIAL DEMO - CITY COUNCIL-OPWDD
549,STATEN ISLAND,40.60831179,-74.14477935,ELEMENTARY SCHOOL - NON-PUBLIC
550,STATEN ISLAND,40.57086487,-74.09136972,SUMMER ONLY FEEDING SITE
551,STATEN ISLAND,40.59122847,-74.15755452,RECREATION-OPWDD
552,STATEN ISLAND,40.58475966,-74.08604676,OPIOID OUTPATIENT TREATMENT
553,STATEN ISLAND,40.63382083,-74.11384155,EARLY EDUCATION PROGRAM
554,STATEN ISLAND,40.53541102,-74.1960552,FIREHOUSE
555,STATEN ISLAND,40.57607679,-74.12375905,FIREHOUSE
556,STATEN ISLAND,40.63754366,-74.08773278,FIREHOUSE
557,STATEN ISLAND,40.63663899,-74.11692156,"OUT OF SCHOOL TIME: AFTER-SCHOOL PROGRAMS,SUMMER PROGRAM,SUMMER CAMP"
558,STATEN ISLAND,40.57715506,-74.10017774,BEACON: AFTER-SCHOOL PROGRAMS
559,STATEN ISLAND,40.534926,-74.19566,OUTDOOR PARKING - EMPLOYEES
560,STATEN ISLAND,40.57174641,-74.09158521,DAY CARE
561,STATEN ISLAND,40.641009,-74.120191,RAIL LINE
562,STATEN ISLAND,40.57155852,-74.11464472,SCHOOL BASED CHILD CARE - PRESCHOOL
563,STATEN ISLAND,40.63485696,-74.13431022,"HOUSING: FAMILY SUPPORT,NDA PROGRAMS"
564,STATEN ISLAND,40.60559424,-74.16204452,SUPPORT MENTAL HEALTH
565,STATEN ISLAND,40.64269948,-74.15843958,NATURE AREA
566,STATEN ISLAND,40.63154278,-74.15717905,OUT OF SCHOOL TIME: AFTER-SCHOOL PROGRAMS
567,STATEN ISLAND,40.52836,-74.238055,COMBINED MAINTENANCE/STORAGE FACILITY
568,STATEN ISLAND,40.641832,-74.072638,FERRY LANDING
569,STATEN ISLAND,40.60266359,-74.14346708,"MULTI-DISCIPL, PERF & NON-PERF"
570,STATEN ISLAND,40.56542657,-74.16110622,NEIGHBORHOOD PARK
571,STATEN ISLAND,40.55216195,-74.1695196,ELEMENTARY SCHOOL - PUBLIC
572,STATEN ISLAND,40.62480552,-74.1505607,ELEMENTARY SCHOOL - PUBLIC
573,STATEN ISLAND,40.57631478,-74.13811472,MUSEUM
574,STATEN ISLAND,40.523688,-74.20831,RAIL LINE
575,STATEN ISLAND,40.64331373,-74.07729798,SUPPORT MENTAL HEALTH
576,STATEN ISLAND,40.64326724,-74.07756163,"OUT-OF-SCHOOL YOUTH EMPLOYMENT (OSY): AFTER-SCHOOL PROGRAMS,JOBS & INTERNSHIPS,YOUTH EMPLOYMENT"
577,STATEN ISLAND,40.58405236,-74.17771,UNDEVELOPED
578,STATEN ISLAND,40.63070855,-74.13902496,"SERVICES - IMMIGRANT FAMILIES: IMMIGRATION SERVICES,IMMIGRANT SUPPORT SERVICES"
579,STATEN ISLAND,40.53715725,-74.2441154,TIDAL WETLAND
580,STATEN ISLAND,40.63968701,-74.07959189,DOE UNIVERSAL PRE-K
581,STATEN ISLAND,40.59735498,-74.12512462,ADULT LITERACY - ENGLISH FOR SPEAKERS OF OTHER LANGUAGES
582,STATEN ISLAND,0,0,DOE UNIVERSAL PRE-K
583,STATEN ISLAND,40.52857306,-74.16020145,NEIGHBORHOOD PARK
584,STATEN ISLAND,40.59763814,-74.14233617,PROGRAMS FOR PEOPLE WITH DISABILITIES
585,STATEN ISLAND,40.63468896,-74.13451301,HOUSING SUPPORT
586,STATEN ISLAND,40.59571086,-74.07635307,ELEMENTARY SCHOOL - NON-PUBLIC
587,STATEN ISLAND,40.62539976,-74.11935731,SUMMER ONLY FEEDING SITE
588,STATEN ISLAND,40.63395455,-74.13115117,PSYCHOSOCIAL CLUB-OMH
589,STATEN ISLAND,40.64287472,-74.07714713,NEXT STEPS
590,STATEN ISLAND,40.60289272,-74.09194713,SCHOOL'S OUT NEW YORK CITY (SONYC)
591,STATEN ISLAND,40.5205372,-74.20238325,TIDAL WETLAND
592,STATEN ISLAND,40.5948197,-74.12647682,CITY COUNCIL AWARDS
593,STATEN ISLAND,40.63315852,-74.16210007,NYCHA COMMUNITY CENTER - HEAD START
594,STATEN ISLAND,40.55197788,-74.19545315,DOE UNIVERSAL PRE-K
595,STATEN ISLAND,40.56099849,-74.11983534,DAY CARE
596,STATEN ISLAND,40.53037593,-74.18958246,NATURE AREA
597,STATEN ISLAND,40.64115205,-74.12259776,NEIGHBORHOOD PARK
598,STATEN ISLAND,40.63527966,-74.10375435,OUTPATIENT MENTAL HEALTH
599,STATEN ISLAND,40.6007959,-74.19155363,EMERGENCY/CRISIS MENTAL HEALTH
600,STATEN ISLAND,40.54661236,-74.15048425,SCHOOL BASED CHILD CARE - PRESCHOOL
601,STATEN ISLAND,40.56578083,-74.18361268,SENIOR SERVICES
602,STATEN ISLAND,40.62021201,-74.18010154,TIDAL WETLAND
603,STATEN ISLAND,40.63460093,-74.14240256,YOUTH RECREATIONAL SERVICES/YOUTH ATHLETIC LEAGUES
604,STATEN ISLAND,40.60869596,-74.15270493,DAY CARE
605,STATEN ISLAND,40.64548159,-74.08194315,CITY COUNCIL AWARDS
606,STATEN ISLAND,40.6275797,-74.07684449,PROGRAMS FOR PEOPLE WITH DISABILITIES
607,STATEN ISLAND,40.58077354,-74.1199475,STATE HISTORIC PLACE
608,STATEN ISLAND,40.59972008,-74.16229503,SUMMER ONLY FEEDING SITE
609,STATEN ISLAND,40.55343,-74.1441769,DAY CARE
610,STATEN ISLAND,40.53712452,-74.19095862,NATURE AREA
611,STATEN ISLAND,40.54385339,-74.16068521,DAY CARE
612,STATEN ISLAND,40.59073701,-74.09796021,ELEMENTARY SCHOOL - PUBLIC
613,STATEN ISLAND,40.60828806,-74.10203655,SUMMER ONLY FEEDING SITE
614,STATEN ISLAND,40.63570748,-74.10590224,OUTPATIENT CLINIC
615,STATEN ISLAND,40.62039291,-74.16454339,SCHOOL'S OUT NEW YORK CITY (SONYC)
616,STATEN ISLAND,40.64287472,-74.07714713,ICM PLUS
617,STATEN ISLAND,40.57607103,-74.10446384,SUMMER ONLY FEEDING SITE
618,STATEN ISLAND,40.62521205,-74.11526413,SUMMER ONLY FEEDING SITE
619,STATEN ISLAND,40.58290659,-74.07853901,SUPPORT MENTAL HEALTH
620,STATEN ISLAND,40.63458326,-74.09779867,TEEN ACTION PROGRAM: AFTER-SCHOOL PROGRAMS
621,STATEN ISLAND,40.55914564,-74.1326385,DAY CARE
622,STATEN ISLAND,40.5948197,-74.12647682,DAY CARE
623,STATEN ISLAND,40.51218994,-74.22243431,DAY CARE
624,STATEN ISLAND,40.64020429,-74.11936322,CONSTRUCTION AND DEMOLITION PROCESSING
625,STATEN ISLAND,40.56155317,-74.11147032,COMMUNITY PARK
626,STATEN ISLAND,40.58290659,-74.07853901,SUPPORT MENTAL HEALTH
627,STATEN ISLAND,40.53318132,-74.19080321,CAMP - ALL AGE
628,STATEN ISLAND,40.58290659,-74.07853901,OUTPATIENT MENTAL HEALTH
629,STATEN ISLAND,40.59667298,-74.06983691,FIREHOUSE
630,STATEN ISLAND,40.6371795,-74.07196487,NATURE AREA
631,STATEN ISLAND,40.55242381,-74.15111058,PUBLIC LIBRARY
632,STATEN ISLAND,40.54385339,-74.16068521,MUSIC
633,STATEN ISLAND,40.63047002,-74.09706503,SUMMER ONLY FEEDING SITE
634,STATEN ISLAND,0,0,MUSIC
635,STATEN ISLAND,40.550668,-74.186735,TEXTILES
636,STATEN ISLAND,40.52322068,-74.18617432,OUT OF SCHOOL TIME: AFTER-SCHOOL PROGRAMS
637,STATEN ISLAND,40.633989,-74.154034,RAIL LINE
638,STATEN ISLAND,40.62919276,-74.07916089,"MULTI-DISCIPLINE, PERFORMING"
639,STATEN ISLAND,40.55253698,-74.14957548,SENIOR CENTER
640,STATEN ISLAND,40.52754315,-74.19295679,BEACON
641,STATEN ISLAND,40.63482373,-74.08595659,ELEMENTARY SCHOOL - NON-PUBLIC
642,STATEN ISLAND,40.58192865,-74.09886477,DAY CARE
643,STATEN ISLAND,40.62649438,-74.15706993,DIAGNOSTIC AND TREATMENT CENTER EXTENSION CLINIC
644,STATEN ISLAND,40.57382502,-74.10891136,CITY COUNCIL AWARDS
645,STATEN ISLAND,40.64444926,-74.09912802,STATE HISTORIC PLACE
646,STATEN ISLAND,40.63655778,-74.16568211,EARLY EDUCATION PROGRAM
647,STATEN ISLAND,40.58241722,-74.08862211,COMPASS ELEMENTARY
648,STATEN ISLAND,40.60939991,-74.08923488,LICENSED PRIVATE SCHOOLS
649,STATEN ISLAND,40.63797277,-74.07632542,INTERN & EARN
650,STATEN ISLAND,40.58424502,-74.08821057,HOSPITAL EXTENSION CLINIC
651,STATEN ISLAND,40.62658721,-74.13306586,FOOD PANTRY
652,STATEN ISLAND,40.62480552,-74.1505607,USDA COMMUNITY ELIGIBILITY OPTION
653,STATEN ISLAND,40.60828806,-74.10203655,"OUT OF SCHOOL TIME: AFTER-SCHOOL PROGRAMS,SUMMER PROGRAM,SUMMER CAMP"
654,STATEN ISLAND,40.6233813,-74.08124138,"BEACON SATELLITE: AFTER-SCHOOL PROGRAMS,BEACON,NYCHA COMMUNITY CENTER"
655,STATEN ISLAND,40.64099467,-74.07805395,SUPPORT MENTAL HEALTH
656,STATEN ISLAND,40.64553206,-74.07825099,SUPPORT MENTAL HEALTH
657,STATEN ISLAND,40.61396909,-74.17693632,CAMP - ALL AGE
658,STATEN ISLAND,40.54080692,-74.18498021,NATURE AREA
659,STATEN ISLAND,40.61877251,-74.08537563,DAY CARE
660,STATEN ISLAND,40.53223127,-74.17438154,NATURE AREA
661,STATEN ISLAND,40.59138773,-74.19216026,STATE HISTORIC PLACE
662,STATEN ISLAND,40.5948197,-74.12647682,SENIOR CENTER
663,STATEN ISLAND,40.58400424,-74.08779175,OUTPATIENT MENTAL HEALTH
664,STATEN ISLAND,40.61104202,-74.08362776,OUT OF SCHOOL TIME: AFTER-SCHOOL PROGRAMS
665,STATEN ISLAND,40.58536549,-74.09862418,NATURE AREA
666,STATEN ISLAND,40.645511,-74.108819,RAIL LINE
667,STATEN ISLAND,40.55177915,-74.13643447,JOINTLY OPERATED PLAYGROUND
668,STATEN ISLAND,40.63082812,-74.12707839,OUT OF SCHOOL TIME: AFTER-SCHOOL PROGRAMS
669,STATEN ISLAND,40.59768173,-74.11331608,STATE FOREST
670,STATEN ISLAND,40.60254278,-74.09092783,JOINTLY OPERATED PLAYGROUND
671,STATEN ISLAND,40.55689753,-74.16558422,DAY CARE
672,STATEN ISLAND,40.58137153,-74.13123418,HOSPICE
673,STATEN ISLAND,40.63172362,-74.09952149,EARLY EDUCATION PROGRAM
674,STATEN ISLAND,40.63660846,-74.13247581,COMPASS ELEMENTARY
675,STATEN ISLAND,40.59210364,-74.14527572,CITY COUNCIL AWARDS
